Virtual User Script started at: 22-02-2024 16:36:16	[MsgId: MMSG-15967]
Action.c(38): Warning: The string '"fp":"1.c52c62a7c50daf7d3f73ec16977cd4b0ea401710807d5dbe3850941dd1b73a70"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string 'c333e77c-5899-4863-9f4b-35f9d61de76d' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.c45cd56a0a8da0883c8f9757b31891d6c628f38cb80724015ffdf33b419a73f3"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '4a88b469-c1e6-4e27-9390-c28296cbb973' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.545666a4efd056351597bb386aea1368105ededc976ed5650d8682daab9f37ff"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '2489fb86-e336-4646-af2f-bbb8039f5fd9' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.94b8a51eb078298283bcc90c1930d2207f263431522df89385d05d4271dc11fa"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string 'd3bebf1f-5b8c-4cb8-aedf-6babd6907b9b' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.c64c9c1008f3ba5f6e18b3ca524bc98dcd8acfae0a2720a8f1f3ef0f8d643d05"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '343eaca5-2f59-4c54-baf6-02b1f966591e' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.3a118962ef814c91f6476bb9f0de58afa63103af6ac1b8729be9b39a86789e96"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '94d561c8-61c7-4fe6-a5a7-ebfec5cc8d56' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"fp":"1.7e7996864a74a4b8db2b59c559f924f321668848edbcb85386212a4901ef0e6e"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '61e9cd38-5467-4535-a04c-3f09ceb284b6' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"avx":true,"physmemory":12,"sse":true,"sse2":true,"sse3":true,"sse41":true,"sse42":true,"ssse3":true' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"arch":"x86_64","platform":"Windows","version":"10.0.19045.3324"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '09ab1f02-0cca-4c6d-b929-9f1d51effaf9' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '7990a67a-9da0-43ff-bb20-a31a1d7b1c54' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): Warning: The string '"autoupdatecheckenabled":true,"ismachine":true,"laststarted":0,"name":"ChromiumUpdater","updatepolicy":-1,"version":"123.0.6288.0"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(38): web_custom_request("json") was successful, 919 body bytes, 1152 header bytes  	[MsgId: MMSG-26386]
Action.c(69): web_add_auto_header("Authorization") started  	[MsgId: MMSG-26355]
Action.c(69): Notify: Parameter Substitution: parameter "tokenParameter" =  "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJfaWQiOiI2NWQ2ZjA4MmYxNTY2NTAwMTNkNGRmYjciLCJpYXQiOjE3MDg2MDAzNDR9.EPoCiVq_2fcfZFjzdHEjnw0HlEyZky7vAYAtKHVaCEI"	[MsgId: MMSG-13992]
Action.c(69): Warning -26592: The header being added may cause unpredictable results when applied to all ensuing URLs. It is added anyway  	[MsgId: MWAR-26592]
Action.c(69): web_add_auto_header("Authorization") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(71): web_custom_request("contacts") started  	[MsgId: MMSG-26355]
Action.c(71): web_custom_request("contacts") was successful, 11971 body bytes, 754 header bytes  	[MsgId: MMSG-26386]
Action.c(83): lr_think_time: 29.00 seconds.	[MsgId: MMSG-15948]
Action.c(85): web_url("addContact") started  	[MsgId: MMSG-26355]
Action.c(85): Found resource "https://thinking-tester-contact-list.herokuapp.com/css/styles.css" in HTML "https://thinking-tester-contact-list.herokuapp.com/addContact"  	[MsgId: MMSG-26659]
Action.c(85): Found resource "https://thinking-tester-contact-list.herokuapp.com/img/thinkingTesterLogo.png" in HTML "https://thinking-tester-contact-list.herokuapp.com/addContact"  	[MsgId: MMSG-26659]
Action.c(85): Found resource "https://thinking-tester-contact-list.herokuapp.com/js/addContact.js" in HTML "https://thinking-tester-contact-list.herokuapp.com/addContact"  	[MsgId: MMSG-26659]
Action.c(85): web_url("addContact") was successful, 4613 body bytes, 3210 header bytes  	[MsgId: MMSG-26386]
Action.c(94): lr_think_time: 15.00 seconds.	[MsgId: MMSG-15948]
Action.c(98): web_custom_request("contacts_2") started  	[MsgId: MMSG-26355]
Action.c(98): Warning: The string '"firstName":"Brunda","lastName":"M"' with parameter delimiters is not a parameter.	[MsgId: MWAR-13987]
Action.c(98): web_custom_request("contacts_2") was successful, 113 body bytes, 755 header bytes  	[MsgId: MMSG-26386]
Action.c(110): web_url("contactList_2") started  	[MsgId: MMSG-26355]
Action.c(110): Retrieving data from cache for "https://thinking-tester-contact-list.herokuapp.com/contactList"  	[MsgId: MMSG-26557]
Action.c(110): Found resource "https://thinking-tester-contact-list.herokuapp.com/css/styles.css" in HTML "https://thinking-tester-contact-list.herokuapp.com/contactList"  	[MsgId: MMSG-26659]
Action.c(110): Found resource "https://thinking-tester-contact-list.herokuapp.com/img/thinkingTesterLogo.png" in HTML "https://thinking-tester-contact-list.herokuapp.com/contactList"  	[MsgId: MMSG-26659]
Action.c(110): Found resource "https://thinking-tester-contact-list.herokuapp.com/js/contactList.js" in HTML "https://thinking-tester-contact-list.herokuapp.com/contactList"  	[MsgId: MMSG-26659]
Action.c(110): web_url("contactList_2") was successful, 0 body bytes, 3107 header bytes  	[MsgId: MMSG-26386]
Action.c(120): web_custom_request("contacts_3") started  	[MsgId: MMSG-26355]
Action.c(120): web_custom_request("contacts_3") was successful, 12199 body bytes, 758 header bytes  	[MsgId: MMSG-26386]
Ending action Action.	[MsgId: MMSG-15918]
Action was aborted.	[MsgId: MMSG-10694]
Ending Vuser...	[MsgId: MMSG-15966]
Starting action vuser_end.	[MsgId: MMSG-15919]
vuser_end.c(6): lr_think_time: 31.00 seconds.	[MsgId: MMSG-15948]
vuser_end.c(10): web_url("logout") started  	[MsgId: MMSG-26355]
vuser_end.c(10): Connection to update.googleapis.com:443 closed after being inactive for 77 seconds, exceeding the "HTTP Keep-Alive timeout" Runtime Setting (60 seconds). URL="[None]"  	[MsgId: MMSG-27647]
vuser_end.c(10): Found resource "https://thinking-tester-contact-list.herokuapp.com/css/styles.css" in HTML "https://thinking-tester-contact-list.herokuapp.com/logout"  	[MsgId: MMSG-26659]
vuser_end.c(10): Found resource "https://thinking-tester-contact-list.herokuapp.com/js/logout.js" in HTML "https://thinking-tester-contact-list.herokuapp.com/logout"  	[MsgId: MMSG-26659]
vuser_end.c(10): web_url("logout") was successful, 577 body bytes, 2372 header bytes  	[MsgId: MMSG-26386]
vuser_end.c(21): web_custom_request("logout_2") started  	[MsgId: MMSG-26355]
vuser_end.c(21): Error -26546: Authentication required, please use "web_set_user", e.g. web_set_user("domain\\user", "password", "host:port");  	[MsgId: MERR-26546]
vuser_end.c(21): Error -26629: HTTP Status-Code=401 (Unauthorized) for "https://thinking-tester-contact-list.herokuapp.com/users/logout"  	[MsgId: MERR-26629]
vuser_end.c(21): web_custom_request("logout_2") highest severity level was "ERROR", 32 body bytes, 755 header bytes  	[MsgId: MMSG-26388]
Ending action vuser_end.	[MsgId: MMSG-15918]
Vuser Terminated.	[MsgId: MMSG-15963]
